"cluster","stress","rime","s_better","subject","word"
"shr","final","um",TRUE,"344","shrum"
"fs","final","ix",TRUE,"344","fsix"
"vz","final","ib",TRUE,"344","vzib"
"vd","initial","Iv",FALSE,"344","vdIv"
"fs","final","up",TRUE,"344","fsup"
"ms","initial","Up",FALSE,"344","msUp"
"vn","initial","In",FALSE,"344","vnIn"
"sht","final","ug",TRUE,"344","shtug"
"xs","final","un",TRUE,"344","xsun"
"rd","initial","In",TRUE,"344","rdIn"
"vz","initial","Un",FALSE,"344","vzUn"
"vd","final","uf",TRUE,"344","vduf"
"xr","final","un",TRUE,"344","xrun"
"rn","final","uk",TRUE,"344","rnuk"
"k","initial","Ib",TRUE,"344","kIb"
"shr","initial","Ix",TRUE,"344","shrIx"
"xs","initial","Iz",TRUE,"344","xsIz"
"vz","initial","Iv",FALSE,"344","vzIv"
"vn","initial","Ub",TRUE,"344","vnUb"
"k","final","id",TRUE,"344","kid"
"rn","initial","Ub",TRUE,"344","rnUb"
"shr","final","in",FALSE,"344","shrin"
"rd","final","ib",TRUE,"344","rdib"
"vd","final","ib",TRUE,"344","vdib"
"ms","final","um",FALSE,"344","msum"
"xr","final","ix",FALSE,"344","xrix"
"sht","final","iz",FALSE,"344","shtiz"
"fs","initial","Uk",FALSE,"344","fsUk"
"xr","final","ix",TRUE,"347","xrix"
"ms","final","in",FALSE,"347","msin"
"rd","final","ib",TRUE,"347","rdib"
"k","final","un",TRUE,"347","kun"
"shr","initial","Ix",FALSE,"347","shrIx"
"fs","final","up",FALSE,"347","fsup"
"rn","final","ig",FALSE,"347","rnig"
"vz","initial","Iv",FALSE,"347","vzIv"
"sht","final","iz",FALSE,"347","shtiz"
"vn","initial","In",FALSE,"347","vnIn"
"xs","final","un",FALSE,"347","xsun"
"vd","initial","Iv",FALSE,"347","vdIv"
"xs","final","iv",FALSE,"347","xsiv"
"vz","initial","Un",FALSE,"347","vzUn"
"vn","initial","Ub",TRUE,"347","vnUb"
"sht","initial","Ix",FALSE,"347","shtIx"
"rd","final","ub",FALSE,"347","rdub"
"xr","initial","Id",TRUE,"347","xrId"
"rn","initial","Ub",FALSE,"347","rnUb"
"fs","final","ix",FALSE,"347","fsix"
"shr","initial","Up",TRUE,"347","shrUp"
"ms","final","um",FALSE,"347","msum"
"k","initial","Ug",TRUE,"347","kUg"
"vd","initial","Up",FALSE,"347","vdUp"
"vn","final","ug",TRUE,"347","vnug"
"rn","final","uk",FALSE,"347","rnuk"
"shr","final","um",FALSE,"347","shrum"
"vz","final","uk",FALSE,"347","vzuk"
"rd","initial","In",FALSE,"347","rdIn"
"ms","initial","Up",FALSE,"347","msUp"
"sht","final","ug",FALSE,"347","shtug"
"vd","final","ib",FALSE,"347","vdib"
"xr","final","un",TRUE,"347","xrun"
"fs","initial","Iv",FALSE,"347","fsIv"
"k","initial","Ib",TRUE,"347","kIb"
"xs","initial","Um",TRUE,"347","xsUm"
"ms","initial","Ig",FALSE,"347","msIg"
"vd","final","uf",TRUE,"347","vduf"
"k","final","id",TRUE,"347","kid"
"rn","initial","In",FALSE,"347","rnIn"
"vz","final","ib",FALSE,"347","vzib"
"vn","final","ig",TRUE,"347","vnig"
"rd","initial","Uk",FALSE,"347","rdUk"
"shr","final","in",FALSE,"347","shrin"
"xs","initial","Iz",FALSE,"347","xsIz"
"xr","initial","Uf",TRUE,"347","xrUf"
"sht","initial","Um",FALSE,"347","shtUm"
"fs","initial","Uk",FALSE,"347","fsUk"
"xr","final","iv",TRUE,"350","xriv"
"ms","final","uf",TRUE,"350","msuf"
"xs","initial","Ix",TRUE,"350","xsIx"
"vd","initial","In",FALSE,"350","vdIn"
"shr","initial","Iv",FALSE,"350","shrIv"
"vz","initial","Up",FALSE,"350","vzUp"
"k","final","up",FALSE,"350","kup"
"fs","initial","Um",FALSE,"350","fsUm"
"sht","final","in",FALSE,"350","shtin"
"rn","initial","Uf",FALSE,"350","rnUf"
"rd","final","ig",FALSE,"350","rdig"
"vn","initial","Id",TRUE,"350","vnId"
"vz","final","ub",FALSE,"350","vzub"
"k","initial","Iv",TRUE,"350","kIv"
"sht","final","un",FALSE,"350","shtun"
"rn","final","ug",TRUE,"350","rnug"
"shr","final","uk",FALSE,"350","shruk"
"vd","final","iz",FALSE,"350","vdiz"
"fs","initial","In",FALSE,"350","fsIn"
"rd","initial","Iv",FALSE,"350","rdIv"
"vn","initial","Up",FALSE,"350","vnUp"
"ms","final","ix",FALSE,"350","msix"
"xs","final","in",TRUE,"350","xsin"
"xr","initial","Ub",TRUE,"350","xrUb"
"shr","final","ib",FALSE,"350","shrib"
"xr","initial","Ig",TRUE,"350","xrIg"
"rd","initial","Un",FALSE,"350","rdUn"
"xs","initial","Uk",FALSE,"350","xsUk"
"vd","initial","Um",FALSE,"350","vdUm"
"vz","initial","Id",FALSE,"350","vzId"
"vn","final","un",TRUE,"350","vnun"
"sht","initial","Ib",FALSE,"350","shtIb"
"ms","initial","Ub",FALSE,"350","msUb"
"fs","final","un",TRUE,"350","fsun"
"k","final","iz",TRUE,"350","kiz"
"rn","final","iv",FALSE,"350","rniv"
"vd","final","uk",FALSE,"350","vduk"
"sht","initial","Up",FALSE,"350","shtUp"
"rd","final","ug",TRUE,"350","rdug"
"vz","final","in",FALSE,"350","vzin"
"xs","final","up",FALSE,"350","xsup"
"xr","final","um",TRUE,"350","xrum"
"rn","initial","Ix",TRUE,"350","rnIx"
"fs","final","ig",TRUE,"350","fsig"
"vn","final","ib",TRUE,"350","vnib"
"shr","initial","Un",FALSE,"350","shrUn"
"ms","initial","Iz",FALSE,"350","msIz"
"k","initial","Uf",TRUE,"350","kUf"
"rn","final","uk",FALSE,"365","rnuk"
"ms","initial","Up",FALSE,"365","msUp"
"sht","initial","Um",FALSE,"365","shtUm"
"vz","initial","Iv",FALSE,"365","vzIv"
"fs","final","ix",TRUE,"365","fsix"
"vn","initial","Ub",FALSE,"365","vnUb"
"shr","initial","Up",FALSE,"365","shrUp"
"vd","initial","Up",FALSE,"365","vdUp"
"k","final","un",TRUE,"365","kun"
"rd","final","ib",FALSE,"365","rdib"
"xr","final","un",FALSE,"365","xrun"
"xs","final","iv",FALSE,"365","xsiv"
"rn","initial","Ub",FALSE,"365","rnUb"
"xs","initial","Um",TRUE,"365","xsUm"
"k","initial","Ug",TRUE,"365","kUg"
"fs","final","up",FALSE,"365","fsup"
"vz","initial","Un",FALSE,"365","vzUn"
"vd","final","uf",FALSE,"365","vduf"
"shr","final","in",FALSE,"365","shrin"
"xr","final","ix",TRUE,"365","xrix"
"rd","initial","Uk",FALSE,"365","rdUk"
"vn","initial","In",TRUE,"365","vnIn"
"ms","initial","Ig",FALSE,"365","msIg"
"sht","final","iz",FALSE,"365","shtiz"
"vd","final","ib",FALSE,"365","vdib"
"k","initial","Ib",TRUE,"365","kIb"
"vn","final","ig",FALSE,"365","vnig"
"fs","initial","Iv",FALSE,"365","fsIv"
"rn","final","ig",FALSE,"365","rnig"
"xs","final","un",FALSE,"365","xsun"
"shr","final","um",FALSE,"365","shrum"
"xr","initial","Uf",TRUE,"365","xrUf"
"vz","final","uk",FALSE,"365","vzuk"
"rd","final","ub",FALSE,"365","rdub"
"ms","final","um",FALSE,"365","msum"
"sht","initial","Ix",FALSE,"365","shtIx"
"sht","final","ug",FALSE,"365","shtug"
"xr","initial","Id",TRUE,"365","xrId"
"shr","initial","Ix",FALSE,"365","shrIx"
"vd","initial","Iv",FALSE,"365","vdIv"
"rd","initial","In",FALSE,"365","rdIn"
"ms","final","in",FALSE,"365","msin"
"vn","final","ug",FALSE,"365","vnug"
"k","final","id",TRUE,"365","kid"
"rn","initial","In",FALSE,"365","rnIn"
"xs","initial","Iz",FALSE,"365","xsIz"
"vz","final","ib",FALSE,"365","vzib"
"fs","initial","Uk",FALSE,"365","fsUk"
"vn","initial","Up",TRUE,"366","vnUp"
"vd","final","uk",TRUE,"366","vduk"
"rn","final","ug",FALSE,"366","rnug"
"vz","initial","Up",TRUE,"366","vzUp"
"xr","initial","Ub",TRUE,"366","xrUb"
"fs","final","ig",TRUE,"366","fsig"
"ms","initial","Iz",TRUE,"366","msIz"
"shr","final","ib",TRUE,"366","shrib"
"rd","initial","Un",TRUE,"366","rdUn"
"k","initial","Uf",TRUE,"366","kUf"
"xs","initial","Uk",TRUE,"366","xsUk"
"sht","final","in",FALSE,"366","shtin"
"fs","final","un",TRUE,"366","fsun"
"xr","initial","Ig",TRUE,"366","xrIg"
"rn","initial","Ix",TRUE,"366","rnIx"
"vz","final","ub",TRUE,"366","vzub"
"sht","final","un",TRUE,"366","shtun"
"xs","initial","Ix",TRUE,"366","xsIx"
"vn","final","un",TRUE,"366","vnun"
"shr","initial","Iv",TRUE,"366","shrIv"
"rd","final","ig",TRUE,"366","rdig"
"ms","initial","Ub",TRUE,"366","msUb"
"k","initial","Iv",TRUE,"366","kIv"
"vd","final","iz",TRUE,"366","vdiz"
"rn","initial","Uf",TRUE,"366","rnUf"
"xs","final","up",TRUE,"366","xsup"
"ms","final","ix",TRUE,"366","msix"
"fs","initial","In",FALSE,"366","fsIn"
"k","final","iz",TRUE,"366","kiz"
"vd","initial","Um",TRUE,"366","vdUm"
"vn","initial","Id",TRUE,"366","vnId"
"vz","final","in",FALSE,"366","vzin"
"xr","final","iv",TRUE,"366","xriv"
"shr","final","uk",TRUE,"366","shruk"
"sht","initial","Up",TRUE,"366","shtUp"
"rd","final","ug",TRUE,"366","rdug"
"vz","initial","Id",TRUE,"366","vzId"
"rn","final","iv",TRUE,"366","rniv"
"k","final","up",FALSE,"366","kup"
"vd","initial","In",TRUE,"366","vdIn"
"shr","initial","Un",TRUE,"366","shrUn"
"sht","initial","Ib",TRUE,"366","shtIb"
"vn","final","ib",TRUE,"366","vnib"
"fs","initial","Um",TRUE,"366","fsUm"
"ms","final","uf",TRUE,"366","msuf"
"xs","final","in",FALSE,"366","xsin"
"xr","final","um",TRUE,"366","xrum"
"rd","initial","Iv",TRUE,"366","rdIv"
"ms","initial","Ig",FALSE,"368","msIg"
"rd","final","ib",TRUE,"368","rdib"
"vn","initial","In",FALSE,"368","vnIn"
"rn","final","ig",TRUE,"368","rnig"
"xs","final","iv",FALSE,"368","xsiv"
"vd","final","uf",FALSE,"368","vduf"
"k","initial","Ib",TRUE,"368","kIb"
"shr","final","in",FALSE,"368","shrin"
"xr","final","un",FALSE,"368","xrun"
"vz","final","uk",FALSE,"368","vzuk"
"sht","initial","Um",FALSE,"368","shtUm"
"fs","final","up",FALSE,"368","fsup"
"xs","initial","Iz",FALSE,"368","xsIz"
"fs","final","ix",FALSE,"368","fsix"
"shr","initial","Ix",FALSE,"368","shrIx"
"rn","final","uk",FALSE,"368","rnuk"
"sht","final","ug",FALSE,"368","shtug"
"vz","initial","Iv",FALSE,"368","vzIv"
"k","final","id",TRUE,"368","kid"
"vd","final","ib",FALSE,"368","vdib"
"vn","initial","Ub",TRUE,"368","vnUb"
"xr","initial","Uf",TRUE,"368","xrUf"
"ms","final","um",TRUE,"368","msum"
"rd","initial","Uk",FALSE,"368","rdUk"
"xs","final","un",FALSE,"368","xsun"
"sht","final","iz",FALSE,"368","shtiz"
"rn","initial","Ub",TRUE,"368","rnUb"
"xr","initial","Id",TRUE,"368","xrId"
"vd","initial","Iv",TRUE,"368","vdIv"
"shr","final","um",TRUE,"368","shrum"
"k","initial","Ug",TRUE,"368","kUg"
"vz","initial","Un",TRUE,"368","vzUn"
"vn","final","ug",TRUE,"368","vnug"
"ms","final","in",TRUE,"368","msin"
"fs","initial","Uk",FALSE,"368","fsUk"
"rd","final","ub",TRUE,"368","rdub"
"vd","initial","Up",TRUE,"368","vdUp"
"rn","initial","In",TRUE,"368","rnIn"
"sht","initial","Ix",FALSE,"368","shtIx"
"vz","final","ib",TRUE,"368","vzib"
"xr","final","ix",TRUE,"368","xrix"
"shr","initial","Up",FALSE,"368","shrUp"
"xs","initial","Um",TRUE,"368","xsUm"
"fs","initial","Iv",TRUE,"368","fsIv"
"k","final","un",TRUE,"368","kun"
"vn","final","ig",TRUE,"368","vnig"
"rd","initial","In",TRUE,"368","rdIn"
"ms","initial","Up",TRUE,"368","msUp"
"vz","final","ib",TRUE,"369","vzib"
"sht","final","iz",FALSE,"369","shtiz"
"ms","initial","Ig",TRUE,"369","msIg"
"rd","final","ub",TRUE,"369","rdub"
"xs","final","un",TRUE,"369","xsun"
"shr","final","in",FALSE,"369","shrin"
"k","final","id",TRUE,"369","kid"
"vn","initial","In",TRUE,"369","vnIn"
"rn","initial","Ub",TRUE,"369","rnUb"
"vd","final","ib",FALSE,"369","vdib"
"fs","final","up",TRUE,"369","fsup"
"xr","final","ix",TRUE,"369","xrix"
"vd","initial","Up",TRUE,"369","vdUp"
"k","initial","Ib",TRUE,"369","kIb"
"vz","initial","Iv",TRUE,"369","vzIv"
"shr","initial","Up",TRUE,"369","shrUp"
"rd","initial","In",TRUE,"369","rdIn"
"fs","initial","Iv",TRUE,"369","fsIv"
"sht","initial","Ix",TRUE,"369","shtIx"
"vn","final","ig",TRUE,"369","vnig"
"rn","initial","In",TRUE,"369","rnIn"
"xs","initial","Um",FALSE,"369","xsUm"
"ms","final","in",TRUE,"369","msin"
"xr","initial","Id",TRUE,"369","xrId"
"rd","final","ib",FALSE,"369","rdib"
"vd","final","uf",TRUE,"369","vduf"
"sht","final","ug",TRUE,"369","shtug"
"fs","initial","Uk",TRUE,"369","fsUk"
"k","final","un",TRUE,"369","kun"
"xr","initial","Uf",TRUE,"369","xrUf"
"rn","final","uk",FALSE,"369","rnuk"
"vz","initial","Un",TRUE,"369","vzUn"
"ms","initial","Up",TRUE,"369","msUp"
"xs","initial","Iz",TRUE,"369","xsIz"
"vn","final","ug",TRUE,"369","vnug"
"shr","initial","Ix",TRUE,"369","shrIx"
"vd","initial","Iv",TRUE,"369","vdIv"
"xr","final","un",TRUE,"369","xrun"
"xs","final","iv",TRUE,"369","xsiv"
"k","initial","Ug",TRUE,"369","kUg"
"rd","initial","Uk",TRUE,"369","rdUk"
"sht","initial","Um",TRUE,"369","shtUm"
"shr","final","um",TRUE,"369","shrum"
"ms","final","um",FALSE,"369","msum"
"vn","initial","Ub",TRUE,"369","vnUb"
"fs","final","ix",TRUE,"369","fsix"
"vz","final","uk",TRUE,"369","vzuk"
"rn","final","ig",TRUE,"369","rnig"
"xs","initial","Ix",FALSE,"370","xsIx"
"fs","initial","Um",FALSE,"370","fsUm"
"rn","final","iv",TRUE,"370","rniv"
"rd","final","ig",FALSE,"370","rdig"
"vz","final","ub",FALSE,"370","vzub"
"ms","final","ix",FALSE,"370","msix"
"vd","initial","In",FALSE,"370","vdIn"
"k","final","iz",TRUE,"370","kiz"
"xr","initial","Ig",TRUE,"370","xrIg"
"sht","final","un",FALSE,"370","shtun"
"shr","initial","Iv",FALSE,"370","shrIv"
"vn","initial","Id",FALSE,"370","vnId"
"k","initial","Iv",TRUE,"370","kIv"
"sht","initial","Ib",FALSE,"370","shtIb"
"vd","initial","Um",FALSE,"370","vdUm"
"fs","final","un",FALSE,"370","fsun"
"shr","final","uk",FALSE,"370","shruk"
"vz","final","in",FALSE,"370","vzin"
"vn","final","un",FALSE,"370","vnun"
"rn","initial","Ix",FALSE,"370","rnIx"
"ms","final","uf",FALSE,"370","msuf"
"rd","initial","Iv",FALSE,"370","rdIv"
"xr","final","um",TRUE,"370","xrum"
"xs","final","in",FALSE,"370","xsin"
"fs","final","ig",FALSE,"370","fsig"
"vd","final","uk",TRUE,"370","vduk"
"shr","final","ib",TRUE,"370","shrib"
"rn","final","ug",FALSE,"370","rnug"
"xs","initial","Uk",TRUE,"370","xsUk"
"vz","initial","Id",TRUE,"370","vzId"
"sht","initial","Up",FALSE,"370","shtUp"
"xr","initial","Ub",TRUE,"370","xrUb"
"rd","final","ug",FALSE,"370","rdug"
"ms","initial","Ub",FALSE,"370","msUb"
"vn","initial","Up",FALSE,"370","vnUp"
"k","initial","Uf",TRUE,"370","kUf"
"xr","final","iv",TRUE,"370","xriv"
"sht","final","in",FALSE,"370","shtin"
"vd","final","iz",FALSE,"370","vdiz"
"k","final","up",FALSE,"370","kup"
"xs","final","up",TRUE,"370","xsup"
"vz","initial","Up",FALSE,"370","vzUp"
"rd","initial","Un",FALSE,"370","rdUn"
"rn","initial","Uf",FALSE,"370","rnUf"
"shr","initial","Un",FALSE,"370","shrUn"
"ms","initial","Iz",FALSE,"370","msIz"
"fs","initial","In",FALSE,"370","fsIn"
"vn","final","ib",TRUE,"370","vnib"
"vz","final","uk",FALSE,"372","vzuk"
"vn","final","ug",TRUE,"372","vnug"
"fs","final","ix",FALSE,"372","fsix"
"rd","final","ib",TRUE,"372","rdib"
"vd","final","uf",FALSE,"372","vduf"
"rn","initial","In",FALSE,"372","rnIn"
"sht","final","ug",FALSE,"372","shtug"
"xs","final","un",FALSE,"372","xsun"
"xr","initial","Uf",TRUE,"372","xrUf"
"shr","final","um",FALSE,"372","shrum"
"k","final","un",TRUE,"372","kun"
"ms","final","um",FALSE,"372","msum"
"fs","final","up",FALSE,"372","fsup"
"vd","final","ib",FALSE,"372","vdib"
"rd","initial","In",FALSE,"372","rdIn"
"sht","initial","Ix",FALSE,"372","shtIx"
"xr","initial","Id",TRUE,"372","xrId"
"vn","final","ig",FALSE,"372","vnig"
"rn","final","ig",TRUE,"372","rnig"
"xs","initial","Iz",TRUE,"372","xsIz"
"k","initial","Ug",TRUE,"372","kUg"
"ms","final","in",FALSE,"372","msin"
"shr","final","in",FALSE,"372","shrin"
"vz","initial","Iv",FALSE,"372","vzIv"
"sht","initial","Um",FALSE,"372","shtUm"
"xr","final","un",TRUE,"372","xrun"
"k","initial","Ib",TRUE,"372","kIb"
"vn","initial","In",TRUE,"372","vnIn"
"vd","initial","Iv",FALSE,"372","vdIv"
"vz","initial","Un",FALSE,"372","vzUn"
"fs","initial","Iv",FALSE,"372","fsIv"
"ms","initial","Up",FALSE,"372","msUp"
"shr","initial","Ix",FALSE,"372","shrIx"
"xs","initial","Um",TRUE,"372","xsUm"
"rn","initial","Ub",TRUE,"372","rnUb"
"rd","initial","Uk",TRUE,"372","rdUk"
"ms","initial","Ig",TRUE,"372","msIg"
"rd","final","ub",FALSE,"372","rdub"
"k","final","id",TRUE,"372","kid"
"vz","final","ib",FALSE,"372","vzib"
"shr","initial","Up",FALSE,"372","shrUp"
"vd","initial","Up",FALSE,"372","vdUp"
"fs","initial","Uk",TRUE,"372","fsUk"
"xr","final","ix",TRUE,"372","xrix"
"sht","final","iz",FALSE,"372","shtiz"
"rn","final","uk",TRUE,"372","rnuk"
"vn","initial","Ub",FALSE,"372","vnUb"
"xs","final","iv",TRUE,"372","xsiv"
"vz","initial","Up",TRUE,"373","vzUp"
"ms","initial","Iz",TRUE,"373","msIz"
"fs","initial","Um",FALSE,"373","fsUm"
"rd","initial","Un",FALSE,"373","rdUn"
"xs","final","in",TRUE,"373","xsin"
"vn","final","ib",TRUE,"373","vnib"
"sht","final","in",FALSE,"373","shtin"
"vd","initial","In",FALSE,"373","vdIn"
"xr","initial","Ub",FALSE,"373","xrUb"
"rn","initial","Uf",TRUE,"373","rnUf"
"shr","final","ib",FALSE,"373","shrib"
"k","initial","Iv",TRUE,"373","kIv"
"vd","final","iz",TRUE,"373","vdiz"
"xs","initial","Ix",FALSE,"373","xsIx"
"fs","final","ig",FALSE,"373","fsig"
"sht","initial","Up",FALSE,"373","shtUp"
"ms","initial","Ub",TRUE,"373","msUb"
"vz","initial","Id",TRUE,"373","vzId"
"shr","final","uk",FALSE,"373","shruk"
"xr","initial","Ig",TRUE,"373","xrIg"
"k","final","iz",TRUE,"373","kiz"
"vn","initial","Id",FALSE,"373","vnId"
"rn","final","iv",TRUE,"373","rniv"
"rd","final","ug",TRUE,"373","rdug"
"rd","initial","Iv",TRUE,"373","rdIv"
"ms","final","ix",TRUE,"373","msix"
"k","final","up",FALSE,"373","kup"
"xs","final","up",TRUE,"373","xsup"
"rn","final","ug",TRUE,"373","rnug"
"shr","initial","Iv",FALSE,"373","shrIv"
"vn","initial","Up",FALSE,"373","vnUp"
"vd","final","uk",TRUE,"373","vduk"
"vz","final","in",TRUE,"373","vzin"
"xr","final","um",TRUE,"373","xrum"
"sht","final","un",FALSE,"373","shtun"
"fs","initial","In",TRUE,"373","fsIn"
"fs","final","un",FALSE,"373","fsun"
"ms","final","uf",TRUE,"373","msuf"
"xr","final","iv",TRUE,"373","xriv"
"rn","initial","Ix",TRUE,"373","rnIx"
"vz","final","ub",TRUE,"373","vzub"
"vd","initial","Um",TRUE,"373","vdUm"
"vn","final","un",FALSE,"373","vnun"
"shr","initial","Un",FALSE,"373","shrUn"
"xs","initial","Uk",TRUE,"373","xsUk"
"rd","final","ig",TRUE,"373","rdig"
"k","initial","Uf",TRUE,"373","kUf"
"sht","initial","Ib",FALSE,"373","shtIb"
"vn","initial","In",TRUE,"376","vnIn"
"fs","initial","Uk",FALSE,"376","fsUk"
"k","initial","Ug",TRUE,"376","kUg"
"xs","final","iv",TRUE,"376","xsiv"
"ms","final","in",TRUE,"376","msin"
"shr","initial","Ix",FALSE,"376","shrIx"
"vd","initial","Up",TRUE,"376","vdUp"
"sht","final","ug",FALSE,"376","shtug"
"vz","initial","Un",TRUE,"376","vzUn"
"xr","final","un",TRUE,"376","xrun"
"rn","final","uk",TRUE,"376","rnuk"
"rd","initial","Uk",FALSE,"376","rdUk"
"vn","final","ug",TRUE,"376","vnug"
"vd","final","uf",FALSE,"376","vduf"
"rn","initial","In",TRUE,"376","rnIn"
"fs","final","up",FALSE,"376","fsup"
"xs","initial","Um",FALSE,"376","xsUm"
"k","initial","Ib",TRUE,"376","kIb"
"vz","initial","Iv",TRUE,"376","vzIv"
"shr","final","um",FALSE,"376","shrum"
"sht","initial","Ix",FALSE,"376","shtIx"
"ms","initial","Up",TRUE,"376","msUp"
"xr","initial","Id",TRUE,"376","xrId"
"rd","initial","In",TRUE,"376","rdIn"
"rn","final","ig",TRUE,"376","rnig"
"rd","final","ub",TRUE,"376","rdub"
"vn","final","ig",TRUE,"376","vnig"
"k","final","id",TRUE,"376","kid"
"sht","final","iz",FALSE,"376","shtiz"
"vd","initial","Iv",TRUE,"376","vdIv"
"fs","initial","Iv",FALSE,"376","fsIv"
"xr","initial","Uf",FALSE,"376","xrUf"
"xs","initial","Iz",TRUE,"376","xsIz"
"vz","final","ib",FALSE,"376","vzib"
"shr","final","in",FALSE,"376","shrin"
"ms","initial","Ig",TRUE,"376","msIg"
"rn","initial","Ub",TRUE,"376","rnUb"
"shr","initial","Up",FALSE,"376","shrUp"
"k","final","un",TRUE,"376","kun"
"vn","initial","Ub",TRUE,"376","vnUb"
"rd","final","ib",TRUE,"376","rdib"
"vd","final","ib",TRUE,"376","vdib"
"fs","final","ix",TRUE,"376","fsix"
"ms","final","um",TRUE,"376","msum"
"sht","initial","Um",FALSE,"376","shtUm"
"xr","final","ix",TRUE,"376","xrix"
"vz","final","uk",TRUE,"376","vzuk"
"xs","final","un",TRUE,"376","xsun"
"shr","initial","Up",FALSE,"377","shrUp"
"xs","initial","Iz",TRUE,"377","xsIz"
"rd","final","ib",TRUE,"377","rdib"
"vn","final","ig",TRUE,"377","vnig"
"ms","final","um",TRUE,"377","msum"
"fs","initial","Iv",TRUE,"377","fsIv"
"k","final","id",TRUE,"377","kid"
"vd","final","ib",TRUE,"377","vdib"
"xr","final","ix",FALSE,"377","xrix"
"vz","final","uk",TRUE,"377","vzuk"
"rn","initial","In",TRUE,"377","rnIn"
"sht","initial","Um",FALSE,"377","shtUm"
"vz","initial","Un",FALSE,"377","vzUn"
"rn","initial","Ub",FALSE,"377","rnUb"
"vn","initial","In",TRUE,"377","vnIn"
"rd","initial","Uk",FALSE,"377","rdUk"
"xr","initial","Id",TRUE,"377","xrId"
"k","initial","Ib",TRUE,"377","kIb"
"ms","initial","Ig",TRUE,"377","msIg"
"sht","initial","Ix",FALSE,"377","shtIx"
"xs","final","un",TRUE,"377","xsun"
"fs","initial","Uk",FALSE,"377","fsUk"
"shr","initial","Ix",FALSE,"377","shrIx"
"vd","final","uf",TRUE,"377","vduf"
"sht","final","ug",FALSE,"377","shtug"
"shr","final","um",FALSE,"377","shrum"
"ms","final","in",TRUE,"377","msin"
"fs","final","up",FALSE,"377","fsup"
"vn","final","ug",TRUE,"377","vnug"
"k","final","un",TRUE,"377","kun"
"vd","initial","Iv",TRUE,"377","vdIv"
"vz","initial","Iv",TRUE,"377","vzIv"
"rn","final","uk",TRUE,"377","rnuk"
"xr","initial","Uf",TRUE,"377","xrUf"
"xs","final","iv",FALSE,"377","xsiv"
"rd","initial","In",TRUE,"377","rdIn"
"sht","final","iz",TRUE,"377","shtiz"
"vd","initial","Up",TRUE,"377","vdUp"
"xr","final","un",TRUE,"377","xrun"
"fs","final","ix",TRUE,"377","fsix"
"rd","final","ub",TRUE,"377","rdub"
"vn","initial","Ub",FALSE,"377","vnUb"
"ms","initial","Up",FALSE,"377","msUp"
"k","initial","Ug",TRUE,"377","kUg"
"xs","initial","Um",FALSE,"377","xsUm"
"shr","final","in",FALSE,"377","shrin"
"rn","final","ig",TRUE,"377","rnig"
"vz","final","ib",FALSE,"377","vzib"
"vd","initial","In",FALSE,"380","vdIn"
"vz","final","in",FALSE,"380","vzin"
"k","final","up",FALSE,"380","kup"
"sht","initial","Up",FALSE,"380","shtUp"
"vn","final","ib",FALSE,"380","vnib"
"ms","final","ix",FALSE,"380","msix"
"rd","initial","Un",FALSE,"380","rdUn"
"xs","initial","Uk",FALSE,"380","xsUk"
"shr","initial","Un",FALSE,"380","shrUn"
"xr","initial","Ig",FALSE,"380","xrIg"
"fs","final","un",FALSE,"380","fsun"
"rn","final","iv",FALSE,"380","rniv"
"vd","final","iz",FALSE,"380","vdiz"
"sht","initial","Ib",FALSE,"380","shtIb"
"ms","initial","Iz",FALSE,"380","msIz"
"rn","initial","Uf",FALSE,"380","rnUf"
"k","final","iz",TRUE,"380","kiz"
"fs","initial","In",FALSE,"380","fsIn"
"vn","initial","Up",FALSE,"380","vnUp"
"rd","final","ig",FALSE,"380","rdig"
"shr","final","uk",FALSE,"380","shruk"
"xs","final","up",FALSE,"380","xsup"
"xr","initial","Ub",FALSE,"380","xrUb"
"vz","final","ub",FALSE,"380","vzub"
"k","initial","Uf",TRUE,"380","kUf"
"rd","initial","Iv",FALSE,"380","rdIv"
"vn","initial","Id",FALSE,"380","vnId"
"rn","final","ug",TRUE,"380","rnug"
"ms","final","uf",FALSE,"380","msuf"
"xs","final","in",TRUE,"380","xsin"
"vz","initial","Up",FALSE,"380","vzUp"
"vd","final","uk",FALSE,"380","vduk"
"shr","initial","Iv",FALSE,"380","shrIv"
"fs","initial","Um",FALSE,"380","fsUm"
"xr","final","um",FALSE,"380","xrum"
"sht","final","in",FALSE,"380","shtin"
"vd","initial","Um",FALSE,"380","vdUm"
"rn","initial","Ix",FALSE,"380","rnIx"
"shr","final","ib",FALSE,"380","shrib"
"xs","initial","Ix",FALSE,"380","xsIx"
"k","initial","Iv",FALSE,"380","kIv"
"rd","final","ug",FALSE,"380","rdug"
"sht","final","un",FALSE,"380","shtun"
"vn","final","un",FALSE,"380","vnun"
"ms","initial","Ub",FALSE,"380","msUb"
"fs","final","ig",FALSE,"380","fsig"
"xr","final","iv",FALSE,"380","xriv"
"vz","initial","Id",FALSE,"380","vzId"
"ms","final","in",FALSE,"383","msin"
"vz","initial","Iv",FALSE,"383","vzIv"
"k","initial","Ug",TRUE,"383","kUg"
"rd","final","ub",FALSE,"383","rdub"
"shr","initial","Up",FALSE,"383","shrUp"
"xr","initial","Uf",TRUE,"383","xrUf"
"sht","initial","Ix",FALSE,"383","shtIx"
"vd","initial","Iv",FALSE,"383","vdIv"
