"cluster","stress","rime","s_better","subject","word"
"vd","initial","In",FALSE,"120","vdIn"
"shr","final","uk",FALSE,"120","shruk"
"vn","final","un",TRUE,"120","vnun"
"xs","final","up",TRUE,"120","xsup"
"rd","final","ig",FALSE,"120","rdig"
"xr","final","um",TRUE,"120","xrum"
"rn","initial","Ix",TRUE,"120","rnIx"
"fs","initial","Um",TRUE,"120","fsUm"
"sht","initial","Up",FALSE,"120","shtUp"
"vz","final","ub",TRUE,"120","vzub"
"k","final","iz",TRUE,"120","kiz"
"ms","initial","Iz",FALSE,"120","msIz"
"vn","final","ib",TRUE,"120","vnib"
"vz","initial","Up",FALSE,"120","vzUp"
"k","initial","Iv",TRUE,"120","kIv"
"xs","initial","Ix",TRUE,"120","xsIx"
"vd","final","iz",TRUE,"120","vdiz"
"sht","initial","Ib",FALSE,"120","shtIb"
"ms","initial","Ub",FALSE,"120","msUb"
"rn","initial","Uf",TRUE,"120","rnUf"
"xr","initial","Ig",TRUE,"120","xrIg"
"fs","final","ig",TRUE,"120","fsig"
"rd","initial","Un",FALSE,"120","rdUn"
"shr","final","ib",FALSE,"120","shrib"
"vn","initial","Id",TRUE,"120","vnId"
"fs","final","un",FALSE,"120","fsun"
"ms","final","ix",TRUE,"120","msix"
"rn","final","ug",TRUE,"120","rnug"
"xs","initial","Uk",FALSE,"120","xsUk"
"k","final","up",FALSE,"120","kup"
"sht","final","un",FALSE,"120","shtun"
"xr","initial","Ub",TRUE,"120","xrUb"
"vd","final","uk",FALSE,"120","vduk"
"shr","initial","Iv",TRUE,"120","shrIv"
"vz","final","in",FALSE,"120","vzin"
"rd","final","ug",TRUE,"120","rdug"
"shr","initial","Un",FALSE,"120","shrUn"
"vz","initial","Id",FALSE,"120","vzId"
"ms","final","uf",TRUE,"120","msuf"
"rd","initial","Iv",FALSE,"120","rdIv"
"vn","initial","Up",FALSE,"120","vnUp"
"vd","initial","Um",TRUE,"120","vdUm"
"rn","final","iv",TRUE,"120","rniv"
"k","initial","Uf",TRUE,"120","kUf"
"xs","final","in",TRUE,"120","xsin"
"fs","initial","In",TRUE,"120","fsIn"
"sht","final","in",FALSE,"120","shtin"
"xr","final","iv",TRUE,"120","xriv"
"vz","final","uk",TRUE,"121","vzuk"
"sht","final","ug",TRUE,"121","shtug"
"ms","initial","Ig",FALSE,"121","msIg"
"shr","final","um",FALSE,"121","shrum"
"vd","initial","Iv",FALSE,"121","vdIv"
"xs","final","un",TRUE,"121","xsun"
"k","final","un",TRUE,"121","kun"
"rd","final","ib",TRUE,"121","rdib"
"vn","initial","Ub",FALSE,"121","vnUb"
"xr","final","un",TRUE,"121","xrun"
"fs","final","up",TRUE,"121","fsup"
"rn","initial","Ub",FALSE,"121","rnUb"
"vz","initial","Un",FALSE,"121","vzUn"
"xr","initial","Id",TRUE,"121","xrId"
"k","initial","Ug",TRUE,"121","kUg"
"fs","final","ix",TRUE,"121","fsix"
"sht","final","iz",FALSE,"121","shtiz"
"ms","initial","Up",FALSE,"121","msUp"
"xs","initial","Iz",FALSE,"121","xsIz"
"rd","initial","Uk",FALSE,"121","rdUk"
"shr","initial","Up",FALSE,"121","shrUp"
"rn","final","ig",TRUE,"121","rnig"
"vd","initial","Up",FALSE,"121","vdUp"
"vn","final","ug",TRUE,"121","vnug"
"shr","initial","Ix",FALSE,"121","shrIx"
"ms","final","in",TRUE,"121","msin"
"vz","initial","Iv",FALSE,"121","vzIv"
"xr","initial","Uf",FALSE,"121","xrUf"
"fs","initial","Iv",FALSE,"121","fsIv"
"xs","initial","Um",TRUE,"121","xsUm"
"rn","initial","In",FALSE,"121","rnIn"
"rd","final","ub",FALSE,"121","rdub"
"k","final","id",TRUE,"121","kid"
"vd","final","uf",FALSE,"121","vduf"
"vn","final","ig",FALSE,"121","vnig"
"sht","initial","Ix",FALSE,"121","shtIx"
"xr","final","ix",FALSE,"121","xrix"
"shr","final","in",TRUE,"121","shrin"
"vd","final","ib",TRUE,"121","vdib"
"vn","initial","In",FALSE,"121","vnIn"
"ms","final","um",FALSE,"121","msum"
"k","initial","Ib",TRUE,"121","kIb"
"fs","initial","Uk",FALSE,"121","fsUk"
"sht","initial","Um",FALSE,"121","shtUm"
"rn","final","uk",TRUE,"121","rnuk"
"xs","final","iv",TRUE,"121","xsiv"
"vz","final","ib",FALSE,"121","vzib"
"rd","initial","In",FALSE,"121","rdIn"
"xr","final","ix",TRUE,"122","xrix"
"rd","final","ub",FALSE,"122","rdub"
"sht","initial","Ix",FALSE,"122","shtIx"
"vz","final","ib",FALSE,"122","vzib"
"ms","final","in",FALSE,"122","msin"
"fs","initial","Uk",FALSE,"122","fsUk"
"vn","initial","Ub",FALSE,"122","vnUb"
"vd","initial","Iv",TRUE,"122","vdIv"
"xs","final","iv",TRUE,"122","xsiv"
"k","final","un",TRUE,"122","kun"
"shr","initial","Ix",TRUE,"122","shrIx"
"rn","final","ig",TRUE,"122","rnig"
"shr","final","um",FALSE,"122","shrum"
"vd","final","uf",TRUE,"122","vduf"
"rn","initial","In",TRUE,"122","rnIn"
"vn","final","ig",TRUE,"122","vnig"
"sht","final","ug",TRUE,"122","shtug"
"xr","final","un",TRUE,"122","xrun"
"ms","initial","Up",FALSE,"122","msUp"
"rd","initial","In",TRUE,"122","rdIn"
"xs","initial","Um",FALSE,"122","xsUm"
"fs","final","ix",TRUE,"122","fsix"
"vz","final","uk",TRUE,"122","vzuk"
"k","initial","Ug",TRUE,"122","kUg"
"xs","initial","Iz",TRUE,"122","xsIz"
"fs","final","up",FALSE,"122","fsup"
"shr","final","in",FALSE,"122","shrin"
"vd","final","ib",TRUE,"122","vdib"
"rd","initial","Uk",TRUE,"122","rdUk"
"sht","initial","Um",TRUE,"122","shtUm"
"vn","final","ug",TRUE,"122","vnug"
"xr","initial","Id",TRUE,"122","xrId"
"k","initial","Ib",TRUE,"122","kIb"
"vz","initial","Un",TRUE,"122","vzUn"
"ms","final","um",TRUE,"122","msum"
"rn","final","uk",TRUE,"122","rnuk"
"vn","initial","In",TRUE,"122","vnIn"
"vd","initial","Up",TRUE,"122","vdUp"
"k","final","id",TRUE,"122","kid"
"shr","initial","Up",TRUE,"122","shrUp"
"rd","final","ib",FALSE,"122","rdib"
"vz","initial","Iv",FALSE,"122","vzIv"
"sht","final","iz",TRUE,"122","shtiz"
"ms","initial","Ig",TRUE,"122","msIg"
"xr","initial","Uf",TRUE,"122","xrUf"
"fs","initial","Iv",FALSE,"122","fsIv"
"xs","final","un",TRUE,"122","xsun"
"rn","initial","Ub",FALSE,"122","rnUb"
"k","final","iz",TRUE,"123","kiz"
"vd","final","iz",TRUE,"123","vdiz"
"sht","final","un",FALSE,"123","shtun"
"rn","final","iv",FALSE,"123","rniv"
"vz","initial","Up",FALSE,"123","vzUp"
"ms","initial","Ub",FALSE,"123","msUb"
"fs","initial","Um",FALSE,"123","fsUm"
"vn","initial","Id",TRUE,"123","vnId"
"rd","final","ug",FALSE,"123","rdug"
"xr","initial","Ig",TRUE,"123","xrIg"
"shr","final","ib",FALSE,"123","shrib"
"xs","final","in",TRUE,"123","xsin"
"vd","initial","In",FALSE,"123","vdIn"
"xr","final","iv",TRUE,"123","xriv"
"rd","initial","Un",FALSE,"123","rdUn"
"fs","initial","In",FALSE,"123","fsIn"
"vn","final","ib",FALSE,"123","vnib"
"k","initial","Uf",TRUE,"123","kUf"
"shr","final","uk",FALSE,"123","shruk"
"sht","initial","Up",FALSE,"123","shtUp"
"xs","initial","Uk",FALSE,"123","xsUk"
"rn","initial","Ix",FALSE,"123","rnIx"
"vz","initial","Id",FALSE,"123","vzId"
"ms","initial","Iz",FALSE,"123","msIz"
"rn","initial","Uf",FALSE,"123","rnUf"
"xs","final","up",TRUE,"123","xsup"
"rd","initial","Iv",FALSE,"123","rdIv"
"fs","final","un",FALSE,"123","fsun"
"k","final","up",FALSE,"123","kup"
"vd","initial","Um",FALSE,"123","vdUm"
"shr","initial","Iv",FALSE,"123","shrIv"
"sht","final","in",FALSE,"123","shtin"
"xr","initial","Ub",TRUE,"123","xrUb"
"vz","final","in",FALSE,"123","vzin"
"ms","final","ix",TRUE,"123","msix"
"vn","final","un",FALSE,"123","vnun"
"ms","final","uf",TRUE,"123","msuf"
"shr","initial","Un",TRUE,"123","shrUn"
"vn","initial","Up",FALSE,"123","vnUp"
"rd","final","ig",FALSE,"123","rdig"
"xr","final","um",TRUE,"123","xrum"
"fs","final","ig",FALSE,"123","fsig"
"k","initial","Iv",TRUE,"123","kIv"
"xs","initial","Ix",TRUE,"123","xsIx"
"sht","initial","Ib",FALSE,"123","shtIb"
"rn","final","ug",FALSE,"123","rnug"
"vd","final","uk",TRUE,"123","vduk"
"vz","final","ub",TRUE,"123","vzub"
"vn","initial","In",FALSE,"124","vnIn"
"xs","initial","Um",FALSE,"124","xsUm"
"fs","initial","Iv",TRUE,"124","fsIv"
"rn","initial","In",FALSE,"124","rnIn"
"vz","initial","Un",TRUE,"124","vzUn"
"xr","final","ix",TRUE,"124","xrix"
"shr","final","um",TRUE,"124","shrum"
"ms","final","um",TRUE,"124","msum"
"rd","initial","Uk",FALSE,"124","rdUk"
"k","initial","Ib",TRUE,"124","kIb"
"vd","final","ib",TRUE,"124","vdib"
"sht","initial","Ix",FALSE,"124","shtIx"
"rd","final","ib",TRUE,"124","rdib"
"shr","final","in",TRUE,"124","shrin"
"rn","final","ig",FALSE,"124","rnig"
"ms","initial","Ig",TRUE,"124","msIg"
"vn","final","ig",TRUE,"124","vnig"
"xs","initial","Iz",TRUE,"124","xsIz"
"sht","final","ug",FALSE,"124","shtug"
"vz","final","ib",TRUE,"124","vzib"
"xr","initial","Id",TRUE,"124","xrId"
"k","final","id",TRUE,"124","kid"
"fs","initial","Uk",FALSE,"124","fsUk"
"vd","final","uf",TRUE,"124","vduf"
"rn","initial","Ub",TRUE,"124","rnUb"
"vz","initial","Iv",TRUE,"124","vzIv"
"sht","final","iz",TRUE,"124","shtiz"
"k","final","un",TRUE,"124","kun"
"xs","final","iv",TRUE,"124","xsiv"
"vd","initial","Iv",TRUE,"124","vdIv"
"xr","final","un",TRUE,"124","xrun"
"rd","final","ub",FALSE,"124","rdub"
"ms","final","in",TRUE,"124","msin"
"shr","initial","Up",FALSE,"124","shrUp"
"fs","final","ix",TRUE,"124","fsix"
"vn","final","ug",TRUE,"124","vnug"
"ms","initial","Up",TRUE,"124","msUp"
"xr","initial","Uf",TRUE,"124","xrUf"
"xs","final","un",TRUE,"124","xsun"
"vn","initial","Ub",TRUE,"124","vnUb"
"k","initial","Ug",TRUE,"124","kUg"
"rn","final","uk",TRUE,"124","rnuk"
"fs","final","up",TRUE,"124","fsup"
"sht","initial","Um",TRUE,"124","shtUm"
"vz","final","uk",TRUE,"124","vzuk"
"rd","initial","In",TRUE,"124","rdIn"
"vd","initial","Up",TRUE,"124","vdUp"
"shr","initial","Ix",TRUE,"124","shrIx"
"vz","final","in",FALSE,"148","vzin"
"vd","initial","In",FALSE,"148","vdIn"
"sht","final","un",FALSE,"148","shtun"
"vn","initial","Up",FALSE,"148","vnUp"
"rd","final","ug",FALSE,"148","rdug"
"ms","initial","Iz",FALSE,"148","msIz"
"k","final","up",FALSE,"148","kup"
"xs","final","up",FALSE,"148","xsup"
"fs","initial","In",FALSE,"148","fsIn"
"shr","final","uk",FALSE,"148","shruk"
"rn","final","iv",TRUE,"148","rniv"
"xr","initial","Ig",TRUE,"148","xrIg"
"shr","final","ib",FALSE,"148","shrib"
"k","initial","Iv",TRUE,"148","kIv"
"rn","final","ug",FALSE,"148","rnug"
"vn","final","un",FALSE,"148","vnun"
"ms","initial","Ub",FALSE,"148","msUb"
"xs","initial","Ix",TRUE,"148","xsIx"
"fs","final","ig",FALSE,"148","fsig"
"sht","initial","Ib",FALSE,"148","shtIb"
"vz","initial","Id",FALSE,"148","vzId"
"xr","final","iv",TRUE,"148","xriv"
"vd","initial","Um",FALSE,"148","vdUm"
"rd","final","ig",FALSE,"148","rdig"
"xs","final","in",TRUE,"148","xsin"
"shr","initial","Iv",FALSE,"148","shrIv"
"vn","initial","Id",FALSE,"148","vnId"
"sht","final","in",FALSE,"148","shtin"
"rd","initial","Iv",FALSE,"148","rdIv"
"fs","initial","Um",FALSE,"148","fsUm"
"xr","final","um",FALSE,"148","xrum"
"rn","initial","Ix",FALSE,"148","rnIx"
"k","initial","Uf",TRUE,"148","kUf"
"vz","final","ub",FALSE,"148","vzub"
"ms","final","uf",FALSE,"148","msuf"
"vd","final","iz",FALSE,"148","vdiz"
"vd","final","uk",FALSE,"148","vduk"
"ms","final","ix",FALSE,"148","msix"
"rd","initial","Un",FALSE,"148","rdUn"
"k","final","iz",TRUE,"148","kiz"
"rn","initial","Uf",FALSE,"148","rnUf"
"fs","final","un",FALSE,"148","fsun"
"vz","initial","Up",FALSE,"148","vzUp"
"shr","initial","Un",FALSE,"148","shrUn"
"sht","initial","Up",FALSE,"148","shtUp"
"vn","final","ib",FALSE,"148","vnib"
"xs","initial","Uk",FALSE,"148","xsUk"
"xr","initial","Ub",TRUE,"148","xrUb"
"xs","initial","Iz",TRUE,"155","xsIz"
"shr","initial","Up",TRUE,"155","shrUp"
"sht","initial","Ix",FALSE,"155","shtIx"
"ms","final","um",FALSE,"155","msum"
"vn","initial","In",TRUE,"155","vnIn"
"fs","initial","Uk",TRUE,"155","fsUk"
"xr","final","un",TRUE,"155","xrun"
"k","initial","Ug",TRUE,"155","kUg"
"rd","final","ib",TRUE,"155","rdib"
"rn","final","uk",FALSE,"155","rnuk"
"vd","initial","Iv",FALSE,"155","vdIv"
"vz","final","ib",TRUE,"155","vzib"
"k","initial","Ib",TRUE,"155","kIb"
"xs","final","un",TRUE,"155","xsun"
"rn","final","ig",FALSE,"155","rnig"
"sht","final","iz",FALSE,"155","shtiz"
"rd","initial","Uk",TRUE,"155","rdUk"
"xr","initial","Id",TRUE,"155","xrId"
"vn","final","ig",FALSE,"155","vnig"
"shr","final","um",TRUE,"155","shrum"
"vd","final","uf",TRUE,"155","vduf"
"vz","initial","Un",TRUE,"155","vzUn"
"ms","initial","Up",FALSE,"155","msUp"
"fs","final","ix",FALSE,"155","fsix"
"vz","initial","Iv",TRUE,"155","vzIv"
"fs","initial","Iv",TRUE,"155","fsIv"
"sht","initial","Um",TRUE,"155","shtUm"
"vd","final","ib",FALSE,"155","vdib"
"xs","initial","Um",TRUE,"155","xsUm"
"vn","final","ug",TRUE,"155","vnug"
"shr","initial","Ix",TRUE,"155","shrIx"
"rn","initial","In",FALSE,"155","rnIn"
"xr","initial","Uf",TRUE,"155","xrUf"
"rd","final","ub",FALSE,"155","rdub"
"k","final","id",TRUE,"155","kid"
"ms","initial","Ig",TRUE,"155","msIg"
"rd","initial","In",TRUE,"155","rdIn"
"shr","final","in",TRUE,"155","shrin"
"xr","final","ix",TRUE,"155","xrix"
"fs","final","up",FALSE,"155","fsup"
"vd","initial","Up",FALSE,"155","vdUp"
"k","final","un",TRUE,"155","kun"
"vn","initial","Ub",TRUE,"155","vnUb"
"rn","initial","Ub",TRUE,"155","rnUb"
"vz","final","uk",FALSE,"155","vzuk"
"sht","final","ug",FALSE,"155","shtug"
"ms","final","in",TRUE,"155","msin"
"xs","final","iv",TRUE,"155","xsiv"
"xr","initial","Ub",TRUE,"157","xrUb"
"rd","final","ug",TRUE,"157","rdug"
"fs","final","ig",FALSE,"157","fsig"
"sht","initial","Up",FALSE,"157","shtUp"
"xs","final","in",FALSE,"157","xsin"
"ms","initial","Iz",FALSE,"157","msIz"
"rn","initial","Ix",FALSE,"157","rnIx"
"vn","initial","Id",TRUE,"157","vnId"
"shr","final","ib",FALSE,"157","shrib"
"vz","final","ub",TRUE,"157","vzub"
"k","initial","Uf",TRUE,"157","kUf"
"vd","initial","Um",TRUE,"157","vdUm"
"fs","final","un",TRUE,"157","fsun"
"shr","initial","Iv",TRUE,"157","shrIv"
"k","initial","Iv",TRUE,"157","kIv"
"xs","initial","Uk",FALSE,"157","xsUk"
"vd","final","uk",FALSE,"157","vduk"
"ms","final","ix",FALSE,"157","msix"
"vn","final","ib",TRUE,"157","vnib"
"rn","final","ug",TRUE,"157","rnug"
"xr","initial","Ig",TRUE,"157","xrIg"
"vz","final","in",FALSE,"157","vzin"
"rd","final","ig",FALSE,"157","rdig"
"sht","initial","Ib",FALSE,"157","shtIb"
"vz","initial","Id",TRUE,"157","vzId"
"xs","final","up",TRUE,"157","xsup"
"fs","initial","Um",FALSE,"157","fsUm"
"shr","final","uk",TRUE,"157","shruk"
"ms","final","uf",TRUE,"157","msuf"
"xr","final","um",FALSE,"157","xrum"
"rd","initial","Un",FALSE,"157","rdUn"
"vd","initial","In",TRUE,"157","vdIn"
"vn","initial","Up",FALSE,"157","vnUp"
"sht","final","in",FALSE,"157","shtin"
"k","final","iz",TRUE,"157","kiz"
"rn","initial","Uf",FALSE,"157","rnUf"
"vd","final","iz",TRUE,"157","vdiz"
"vn","final","un",TRUE,"157","vnun"
"ms","initial","Ub",TRUE,"157","msUb"
"k","final","up",FALSE,"157","kup"
"sht","final","un",TRUE,"157","shtun"
"shr","initial","Un",FALSE,"157","shrUn"
"xr","final","iv",TRUE,"157","xriv"
"rn","final","iv",TRUE,"157","rniv"
"rd","initial","Iv",TRUE,"157","rdIv"
"fs","initial","In",TRUE,"157","fsIn"
"vz","initial","Up",FALSE,"157","vzUp"
"xs","initial","Ix",TRUE,"157","xsIx"
"rn","initial","Ix",TRUE,"163","rnIx"
"fs","final","un",FALSE,"163","fsun"
"ms","initial","Iz",FALSE,"163","msIz"
"vn","initial","Up",TRUE,"163","vnUp"
"xs","initial","Uk",TRUE,"163","xsUk"
"xr","initial","Ub",TRUE,"163","xrUb"
"sht","initial","Up",TRUE,"163","shtUp"
"rd","final","ig",FALSE,"163","rdig"
"shr","final","uk",FALSE,"163","shruk"
"vd","initial","In",TRUE,"163","vdIn"
"vz","initial","Id",TRUE,"163","vzId"
"k","final","up",FALSE,"163","kup"
"vz","final","in",TRUE,"163","vzin"
"vd","final","uk",FALSE,"163","vduk"
"rn","final","iv",TRUE,"163","rniv"
"xs","final","in",FALSE,"163","xsin"
"xr","final","um",TRUE,"163","xrum"
"vn","final","ib",FALSE,"163","vnib"
"k","final","iz",TRUE,"163","kiz"
"fs","initial","Um",FALSE,"163","fsUm"
"ms","final","ix",TRUE,"163","msix"
"sht","final","in",FALSE,"163","shtin"
"shr","initial","Iv",TRUE,"163","shrIv"
"rd","initial","Un",TRUE,"163","rdUn"
"vd","initial","Um",TRUE,"163","vdUm"
"vz","final","ub",FALSE,"163","vzub"
"xs","final","up",TRUE,"163","xsup"
"sht","initial","Ib",FALSE,"163","shtIb"
"shr","final","ib",FALSE,"163","shrib"
"rn","initial","Uf",TRUE,"163","rnUf"
"xr","final","iv",TRUE,"163","xriv"
"ms","initial","Ub",FALSE,"163","msUb"
"rd","final","ug",TRUE,"163","rdug"
"vn","initial","Id",TRUE,"163","vnId"
"fs","final","ig",TRUE,"163","fsig"
"k","initial","Uf",TRUE,"163","kUf"
"xr","initial","Ig",TRUE,"163","xrIg"
"shr","initial","Un",FALSE,"163","shrUn"
"vz","initial","Up",TRUE,"163","vzUp"
"xs","initial","Ix",TRUE,"163","xsIx"
"ms","final","uf",FALSE,"163","msuf"
"rd","initial","Iv",TRUE,"163","rdIv"
"k","initial","Iv",TRUE,"163","kIv"
"vn","final","un",FALSE,"163","vnun"
"fs","initial","In",TRUE,"163","fsIn"
"sht","final","un",FALSE,"163","shtun"
"rn","final","ug",TRUE,"163","rnug"
"vd","final","iz",TRUE,"163","vdiz"
"vz","final","ub",FALSE,"165","vzub"
"shr","final","ib",TRUE,"165","shrib"
"fs","initial","Um",TRUE,"165","fsUm"
"xr","initial","Ub",TRUE,"165","xrUb"
"xs","initial","Ix",TRUE,"165","xsIx"
"vd","initial","Um",TRUE,"165","vdUm"
"rd","final","ug",FALSE,"165","rdug"
"ms","final","ix",TRUE,"165","msix"
"rn","initial","Ix",FALSE,"165","rnIx"
"sht","initial","Up",TRUE,"165","shtUp"
"vn","initial","Up",FALSE,"165","vnUp"
"k","final","iz",TRUE,"165","kiz"
"vd","initial","In",TRUE,"165","vdIn"
"rn","final","iv",TRUE,"165","rniv"
"vn","final","ib",FALSE,"165","vnib"
"rd","final","ig",FALSE,"165","rdig"
"shr","initial","Un",TRUE,"165","shrUn"
"ms","initial","Ub",FALSE,"165","msUb"
"k","initial","Uf",TRUE,"165","kUf"
"sht","final","in",TRUE,"165","shtin"
"xr","initial","Ig",TRUE,"165","xrIg"
"vz","final","in",TRUE,"165","vzin"
"xs","initial","Uk",FALSE,"165","xsUk"
"fs","initial","In",FALSE,"165","fsIn"
"xs","final","in",TRUE,"165","xsin"
"fs","final","un",FALSE,"165","fsun"
"vd","final","uk",TRUE,"165","vduk"
"vz","initial","Id",TRUE,"165","vzId"
"shr","initial","Iv",FALSE,"165","shrIv"
"vn","initial","Id",TRUE,"165","vnId"
"ms","final","uf",TRUE,"165","msuf"
"xr","final","um",TRUE,"165","xrum"
"rd","initial","Iv",FALSE,"165","rdIv"
"sht","final","un",FALSE,"165","shtun"
"k","initial","Iv",TRUE,"165","kIv"
"rn","initial","Uf",FALSE,"165","rnUf"
"rd","initial","Un",TRUE,"165","rdUn"
"vd","final","iz",TRUE,"165","vdiz"
"ms","initial","Iz",TRUE,"165","msIz"
"vn","final","un",TRUE,"165","vnun"
"shr","final","uk",TRUE,"165","shruk"
"xs","final","up",TRUE,"165","xsup"
"sht","initial","Ib",FALSE,"165","shtIb"
"vz","initial","Up",TRUE,"165","vzUp"
"xr","final","iv",TRUE,"165","xriv"
"fs","final","ig",TRUE,"165","fsig"
"k","final","up",FALSE,"165","kup"
"rn","final","ug",TRUE,"165","rnug"
"sht","initial","Ix",FALSE,"168","shtIx"
"rn","final","uk",FALSE,"168","rnuk"
"vd","initial","Iv",FALSE,"168","vdIv"
"xs","final","iv",FALSE,"168","xsiv"
"vn","initial","Ub",FALSE,"168","vnUb"
"rd","final","ib",TRUE,"168","rdib"
"ms","initial","Ig",FALSE,"168","msIg"
"fs","initial","Iv",FALSE,"168","fsIv"
"xr","final","un",TRUE,"168","xrun"
"vz","initial","Un",FALSE,"168","vzUn"
"k","final","id",TRUE,"168","kid"
"shr","final","um",FALSE,"168","shrum"
"fs","final","up",TRUE,"168","fsup"
"vd","final","ib",FALSE,"168","vdib"
"rn","final","ig",FALSE,"168","rnig"
"xs","initial","Iz",TRUE,"168","xsIz"
"vz","final","uk",FALSE,"168","vzuk"
"vn","final","ug",FALSE,"168","vnug"
"ms","final","um",FALSE,"168","msum"
"k","initial","Ug",TRUE,"168","kUg"
"rd","final","ub",TRUE,"168","rdub"
"shr","final","in",FALSE,"168","shrin"
"sht","final","ug",FALSE,"168","shtug"
"xr","initial","Uf",TRUE,"168","xrUf"
"rn","initial","In",TRUE,"168","rnIn"
"k","final","un",TRUE,"168","kun"
"shr","initial","Up",FALSE,"168","shrUp"
"fs","initial","Uk",FALSE,"168","fsUk"
"rd","initial","In",FALSE,"168","rdIn"
"vz","initial","Iv",FALSE,"168","vzIv"
"xs","final","un",TRUE,"168","xsun"
"xr","initial","Id",TRUE,"168","xrId"
"ms","initial","Up",FALSE,"168","msUp"
"sht","initial","Um",TRUE,"168","shtUm"
"vd","initial","Up",FALSE,"168","vdUp"
"vn","initial","In",FALSE,"168","vnIn"
"vn","final","ig",TRUE,"168","vnig"
"xs","initial","Um",TRUE,"168","xsUm"
"vd","final","uf",FALSE,"168","vduf"
"ms","final","in",FALSE,"168","msin"
"shr","initial","Ix",FALSE,"168","shrIx"
"fs","final","ix",FALSE,"168","fsix"
"rd","initial","Uk",FALSE,"168","rdUk"
"rn","initial","Ub",FALSE,"168","rnUb"
"xr","final","ix",FALSE,"168","xrix"
"k","initial","Ib",TRUE,"168","kIb"
"sht","final","iz",FALSE,"168","shtiz"
"vz","final","ib",FALSE,"168","vzib"
"rn","initial","Ub",TRUE,"170","rnUb"
"k","initial","Ib",TRUE,"170","kIb"
"xs","initial","Iz",TRUE,"170","xsIz"
"xr","initial","Uf",TRUE,"170","xrUf"
"ms","final","in",FALSE,"170","msin"
"rd","initial","In",TRUE,"170","rdIn"
"shr","final","in",FALSE,"170","shrin"
"sht","initial","Ix",FALSE,"170","shtIx"
"fs","initial","Uk",TRUE,"170","fsUk"
"vz","initial","Un",FALSE,"170","vzUn"
"vn","initial","In",TRUE,"170","vnIn"
"vd","initial","Iv",FALSE,"170","vdIv"
"vd","initial","Up",FALSE,"170","vdUp"
"sht","final","iz",FALSE,"170","shtiz"
"xs","final","iv",TRUE,"170","xsiv"
"ms","initial","Up",FALSE,"170","msUp"
"shr","final","um",FALSE,"170","shrum"
"vz","final","uk",FALSE,"170","vzuk"
"xr","initial","Id",TRUE,"170","xrId"
"rd","initial","Uk",FALSE,"170","rdUk"
"rn","final","uk",TRUE,"170","rnuk"
"vn","final","ig",TRUE,"170","vnig"
"k","initial","Ug",TRUE,"170","kUg"
"fs","final","ix",FALSE,"170","fsix"
"sht","initial","Um",FALSE,"170","shtUm"
"rd","final","ub",FALSE,"170","rdub"
"xs","initial","Um",FALSE,"170","xsUm"
"fs","initial","Iv",TRUE,"170","fsIv"
"vn","final","ug",TRUE,"170","vnug"
"vz","final","ib",FALSE,"170","vzib"
"rn","final","ig",TRUE,"170","rnig"
"k","final","un",TRUE,"170","kun"
"ms","final","um",TRUE,"170","msum"
"xr","final","ix",TRUE,"170","xrix"
"shr","initial","Ix",TRUE,"170","shrIx"
"vd","final","ib",TRUE,"170","vdib"
"fs","final","up",TRUE,"170","fsup"
"vn","initial","Ub",TRUE,"170","vnUb"
"ms","initial","Ig",TRUE,"170","msIg"
"rd","final","ib",FALSE,"170","rdib"
"vz","initial","Iv",FALSE,"170","vzIv"
"shr","initial","Up",TRUE,"170","shrUp"
"k","final","id",TRUE,"170","kid"
"vd","final","uf",FALSE,"170","vduf"
"xr","final","un",TRUE,"170","xrun"
"rn","initial","In",TRUE,"170","rnIn"
"sht","final","ug",FALSE,"170","shtug"
"xs","final","un",TRUE,"170","xsun"
"vd","initial","Um",TRUE,"179","vdUm"
"fs","initial","Um",FALSE,"179","fsUm"
"rd","initial","Iv",FALSE,"179","rdIv"
"ms","final","uf",FALSE,"179","msuf"
"k","initial","Uf",TRUE,"179","kUf"
"sht","initial","Up",FALSE,"179","shtUp"
"shr","initial","Iv",FALSE,"179","shrIv"
"xr","initial","Ig",FALSE,"179","xrIg"
"xs","initial","Ix",FALSE,"179","xsIx"
"rn","initial","Uf",FALSE,"179","rnUf"
"vz","initial","Id",FALSE,"179","vzId"
"vn","final","un",TRUE,"179","vnun"
"ms","initial","Ub",FALSE,"179","msUb"
"xs","final","in",TRUE,"179","xsin"
"fs","final","un",FALSE,"179","fsun"
"vz","final","in",FALSE,"179","vzin"
"sht","initial","Ib",FALSE,"179","shtIb"
"k","final","up",FALSE,"179","kup"
"vn","initial","Id",TRUE,"179","vnId"
"vd","final","uk",TRUE,"179","vduk"
"rn","initial","Ix",FALSE,"179","rnIx"
"xr","final","iv",TRUE,"179","xriv"
"rd","final","ug",TRUE,"179","rdug"
"shr","final","uk",FALSE,"179","shruk"
"xs","initial","Uk",FALSE,"179","xsUk"
"sht","final","in",FALSE,"179","shtin"
"vz","initial","Up",FALSE,"179","vzUp"
"vn","initial","Up",TRUE,"179","vnUp"
"k","initial","Iv",FALSE,"179","kIv"
"shr","final","ib",FALSE,"179","shrib"
"xr","final","um",TRUE,"179","xrum"
"rd","initial","Un",FALSE,"179","rdUn"
"vd","initial","In",TRUE,"179","vdIn"
"ms","final","ix",FALSE,"179","msix"
"fs","initial","In",FALSE,"179","fsIn"
"rn","final","ug",FALSE,"179","rnug"
